,blueWins,league,season,blueTeam,redTeam,blueTopChamp,redTopChamp,blueJungleChamp,redJungleChamp,blueMiddleChamp,redMiddleChamp,blueADCChamp,redADCChamp,blueSupportChamp,redSupportChamp,golddiffTeam20,golddiffTop20,golddiffJungle20,golddiffMiddle20,golddiffADC20,golddiffSupport20,rKills20,bKills20,rTowers20,bTowers20,rInhibs20,bInhibs20
4715,1,TCL,2016 Summer,HWA,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2672,523,633,1438,916,-838,11,10,2,3,0,0
4716,0,TCL,2016 Summer,HWA,CRW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2837,129,41,527,1613,527,1,5,0,2,0,0
4717,1,TCL,2016 Summer,HWA,CRW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4202,2414,467,376,667,278,3,7,1,2,0,0
4718,1,TCL,2016 Summer,CRW,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,526,-901,-274,350,805,546,4,5,2,2,0,0
4719,0,TCL,2016 Summer,CRW,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5564,586,-2213,-3221,345,-1061,12,4,4,1,0,0
4720,1,TCL,2016 Summer,HWA,CRW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1764,-1005,445,18,1639,667,3,6,2,4,0,0
4721,1,TCL,2016 Summer,AUR,TT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2084,1463,-203,-83,392,515,4,5,1,2,0,0
4722,0,TCL,2016 Summer,TT,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2047,1134,-1394,-617,205,-1375,7,4,3,2,0,0
4723,1,TCL,2016 Summer,AUR,TT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1190,528,-1904,104,-98,180,5,1,1,2,0,0
4724,1,TCL,2016 Summer,HWA,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1028,982,107,-861,-608,-648,7,5,3,4,0,0
4725,0,TCL,2016 Summer,HWA,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,161,-205,-572,-706,1047,597,4,9,3,2,0,0
4726,0,TCL,2016 Summer,HWA,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5920,-1172,-2088,-924,-1291,-445,14,3,4,1,0,0
4727,0,TCL,2016 Summer,DP,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3813,1379,884,1041,261,248,2,5,0,2,0,0
4728,0,TCL,2016 Summer,HWA,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,59,1074,-263,-861,-288,397,4,8,3,3,0,0
4729,1,TCL,2016 Summer,SUP,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4369,365,627,1634,987,756,3,7,0,2,0,0
4730,0,TCL,2016 Summer,AUR,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8149,-605,-1620,-2188,-1286,-2450,15,4,6,1,0,0
4731,0,TCL,2016 Summer,AUR,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8512,-434,-1665,-2019,-1922,-2472,13,2,4,0,0,0
4732,1,TCL,2016 Summer,DP,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-322,-492,317,-347,211,-11,1,2,1,1,0,0
4733,1,TCL,2016 Summer,DP,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3259,-53,881,829,1536,66,0,5,1,2,0,0
4734,0,TCL,2016 Summer,SUP,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5264,-624,-1969,-1635,-803,-233,10,3,2,0,0,0
4735,1,TCL,2017 Spring,SUP,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4799,1342,1324,-16,1059,1090,1,4,0,2,0,0
4736,1,TCL,2017 Spring,DP,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4402,-841,-1362,-733,-415,-1051,6,2,1,0,0,0
4737,1,TCL,2017 Spring,GS,CRW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1155,-36,-89,757,-1726,-61,6,4,2,1,0,0
4738,1,TCL,2017 Spring,CRW,GS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,727,325,-1033,275,1020,140,6,8,2,3,0,0
4739,0,TCL,2017 Spring,GAL,FB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-10702,-2524,-2442,-2125,-2194,-1417,8,2,5,0,0,0
4740,1,TCL,2017 Spring,HWA,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,58,-511,-619,443,682,8,6,1,1,0,0
4741,0,TCL,2017 Spring,AUR,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3713,-148,-1144,-1616,-46,-759,13,5,3,1,0,0
4742,1,TCL,2017 Spring,CRW,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3198,481,907,314,661,835,11,10,2,5,0,0
4743,1,TCL,2017 Spring,GAL,CRW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-818,-712,52,533,-1106,415,8,11,2,2,0,0
4744,1,TCL,2017 Spring,DP,GS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2181,-2121,-549,1080,337,-928,12,5,2,1,0,0
4745,0,TCL,2017 Spring,GS,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5111,-805,-1159,-1725,-1136,-286,6,2,2,0,0,0
4746,1,TCL,2017 Spring,SUP,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,208,-1270,-374,-210,1499,563,4,3,3,3,0,0
4747,0,TCL,2017 Spring,HWA,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7009,-2066,-1738,-1105,-1710,-390,15,6,5,0,0,0
4748,1,TCL,2017 Spring,AUR,FB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-614,-138,-246,-720,-125,615,9,5,2,3,0,0
4749,1,TCL,2017 Spring,FB,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2753,-1119,-462,586,-594,-1164,2,2,2,2,0,0
4750,1,TCL,2017 Spring,GAL,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3537,-286,-893,437,-1968,-827,12,9,4,3,0,0
4751,1,TCL,2017 Spring,AUR,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-516,-116,130,-751,-190,411,9,13,5,4,0,0
4752,0,TCL,2017 Spring,FB,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,849,1230,-335,1267,-1303,-10,4,4,2,4,0,0
4753,1,TCL,2017 Spring,SUP,FB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5167,223,241,1461,2108,1134,5,8,1,4,0,0
4754,1,TCL,2017 Spring,HWA,GS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2992,-1781,1566,1337,1539,331,8,12,2,3,0,0
4755,0,TCL,2017 Spring,GS,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1789,-673,-1302,-192,77,301,7,6,4,2,0,0
4756,1,TCL,2017 Spring,CRW,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2660,449,717,-343,918,919,5,6,1,3,0,0
4757,0,TCL,2017 Spring,DP,CRW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2838,767,-1195,342,-1458,-1294,9,7,4,2,0,0
4758,0,TCL,2017 Spring,GS,FB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1519,647,296,51,-5,530,1,4,1,1,0,0
4759,0,TCL,2017 Spring,FB,GS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-675,-323,-505,348,386,-581,6,4,1,2,0,0
4760,1,TCL,2017 Spring,GAL,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4198,-393,1115,1069,1389,1018,6,13,1,3,0,0
4761,0,TCL,2017 Spring,SUP,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,993,1045,762,385,-978,-221,6,2,1,3,0,0
4762,0,TCL,2017 Spring,DP,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6739,-916,-1949,-2448,-223,-1203,20,8,6,2,0,0
4763,1,TCL,2017 Spring,HWA,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3815,-814,141,-294,-1322,-1526,11,8,4,0,0,0
4764,1,TCL,2017 Spring,AUR,CRW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1449,114,366,-307,620,656,3,2,0,2,0,0
4765,0,TCL,2017 Spring,CRW,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2763,-129,-236,168,-1229,-1337,5,2,2,1,0,0
4766,1,TCL,2017 Spring,GS,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,855,906,238,1079,-1064,-304,3,3,3,3,0,0
4767,0,TCL,2017 Spring,GAL,GS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2862,-954,-322,-49,-950,-587,6,4,3,2,0,0
4768,1,TCL,2017 Spring,FB,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6282,2830,1013,1136,584,719,5,8,1,5,0,0
4769,0,TCL,2017 Spring,DP,FB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4298,-583,-1350,-734,-645,-986,7,2,3,1,0,0
4770,0,TCL,2017 Spring,HWA,CRW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3135,-311,-872,463,-2106,-309,9,6,3,0,0,0
4771,1,TCL,2017 Spring,CRW,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4347,800,226,145,2525,651,6,11,0,1,0,0
4772,1,TCL,2017 Spring,SUP,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1809,275,-154,1230,462,-4,3,3,1,2,0,0
4773,0,TCL,2017 Spring,AUR,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-874,73,493,493,-635,-1298,9,7,4,3,0,0
4774,0,TCL,2017 Spring,HWA,FB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2584,188,399,1611,114,272,4,9,1,2,0,0
4775,1,TCL,2017 Spring,FB,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3555,830,1074,522,592,537,5,6,1,4,0,0
4776,0,TCL,2017 Spring,DP,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2007,363,-1372,-454,-117,-427,7,1,2,2,0,0
4777,0,TCL,2017 Spring,GAL,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3622,730,-30,-1375,-2465,-482,10,7,2,0,0,0
4778,0,TCL,2017 Spring,CRW,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4774,-927,-501,-1377,-793,-1176,10,9,2,0,0,0
4779,1,TCL,2017 Spring,SUP,CRW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2153,-208,1321,-266,931,375,9,10,2,3,0,0
4780,0,TCL,2017 Spring,GS,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4966,850,-1831,-185,-2455,-1345,4,5,5,1,0,0
4781,1,TCL,2017 Spring,AUR,GS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2644,475,810,81,939,339,1,2,0,3,0,0
4782,0,TCL,2017 Spring,GAL,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5850,-2180,-2084,-1466,497,-617,10,6,4,1,0,0
4783,1,TCL,2017 Spring,HWA,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,870,322,-73,34,985,-398,8,3,2,3,0,0
4784,0,TCL,2017 Spring,AUR,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2597,349,1869,814,-586,151,7,7,2,3,0,0
4785,1,TCL,2017 Spring,DP,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2813,-1484,277,-509,-172,-925,6,7,5,2,0,0
4786,0,TCL,2017 Spring,CRW,FB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,775,-400,-120,376,753,166,4,5,2,3,0,0
4787,0,TCL,2017 Spring,FB,CRW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3270,-371,-976,-71,-965,-887,10,4,4,1,0,0
4788,1,TCL,2017 Spring,SUP,GS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1917,1346,554,-239,70,186,0,1,1,2,0,0
4789,0,TCL,2017 Spring,GS,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2709,89,926,1746,33,-85,7,11,2,3,0,0
4790,0,TCL,2017 Spring,FB,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,257,413,559,475,-621,-569,5,5,3,2,0,0
4791,1,TCL,2017 Spring,GAL,FB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1462,-593,1243,-207,1080,-61,7,5,0,2,0,0
4792,0,TCL,2017 Spring,AUR,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3530,-285,-1178,-1107,-795,-165,12,5,1,1,0,0
4793,0,TCL,2017 Spring,HWA,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1280,429,266,-115,-1791,-69,5,7,2,1,0,0
4794,0,TCL,2017 Spring,DP,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5459,-476,-984,-836,-2325,-838,4,0,3,0,0,0
4795,1,TCL,2017 Spring,SUP,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8170,604,1278,2458,2285,1545,5,12,0,5,0,0
4796,1,TCL,2017 Spring,CRW,GS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11619,953,3214,3606,2703,1143,3,9,0,8,0,2
4797,0,TCL,2017 Spring,GS,CRW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2950,-644,-434,-1048,-1001,177,6,6,4,1,0,0
4798,1,TCL,2017 Spring,GS,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3530,1034,1341,31,842,282,2,5,1,4,0,0
4799,1,TCL,2017 Spring,DP,GS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3392,852,821,743,570,406,0,1,0,1,0,0
4800,0,TCL,2017 Spring,GAL,CRW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1417,-611,-191,-447,168,-336,5,7,3,1,0,0
4801,1,TCL,2017 Spring,CRW,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3019,1640,-307,1650,-82,118,4,7,2,3,0,0
4802,0,TCL,2017 Spring,HWA,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,813,335,-784,1841,-485,-94,6,5,1,2,0,0
4803,0,TCL,2017 Spring,SUP,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3871,-418,-655,-2361,-129,-308,9,2,3,1,0,0
4804,0,TCL,2017 Spring,FB,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-289,-474,-332,840,24,-347,1,3,2,1,0,0
4805,1,TCL,2017 Spring,AUR,FB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1525,-805,917,-74,1609,-122,7,13,2,4,0,0
4806,0,TCL,2017 Spring,GS,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4867,-1221,-1408,-983,-453,-802,6,1,3,1,0,0
4807,1,TCL,2017 Spring,HWA,GS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-483,494,699,-1117,-315,-244,9,7,1,1,0,0
4808,1,TCL,2017 Spring,DP,CRW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1035,838,983,-503,-197,-86,3,3,2,2,0,0
4809,1,TCL,2017 Spring,CRW,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7137,706,1286,699,3026,1420,3,8,0,4,0,0
4810,1,TCL,2017 Spring,SUP,FB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,837,697,426,-844,731,-173,2,1,0,1,0,0
4811,0,TCL,2017 Spring,FB,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5602,-19,-1009,-2047,-1660,-867,6,1,4,1,1,0
4812,1,TCL,2017 Spring,AUR,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-262,1364,-169,-152,-579,-726,7,2,1,3,0,0
4813,0,TCL,2017 Spring,GAL,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2501,-891,-479,160,-609,-682,2,2,5,2,0,0
4814,0,TCL,2017 Spring,CRW,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,976,1219,432,1336,-1304,-707,8,6,2,2,0,0
4815,1,TCL,2017 Spring,AUR,CRW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,570,349,480,64,56,-379,4,10,3,1,0,0
4816,1,TCL,2017 Spring,HWA,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1990,-362,-53,1644,249,512,6,4,2,4,0,0
4817,1,TCL,2017 Spring,DP,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1977,730,703,1044,329,-829,4,7,0,1,0,0
4818,1,TCL,2017 Spring,SUP,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6257,751,279,2534,1691,1002,5,13,2,4,0,0
4819,0,TCL,2017 Spring,GAL,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3189,-866,-878,-927,-453,-65,6,4,3,1,0,0
4820,1,TCL,2017 Spring,FB,GS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1376,-522,-389,-285,87,-267,5,3,0,0,0,0
4821,1,TCL,2017 Spring,GS,FB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1735,2527,-407,-697,-249,561,1,1,2,3,0,0
4822,0,TCL,2017 Spring,AUR,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5454,-1567,-616,-1934,-678,-659,10,5,3,1,0,0
4823,1,TCL,2017 Spring,SUP,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6563,433,1900,2361,978,891,3,13,0,3,0,0
4824,1,TCL,2017 Spring,CRW,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3713,703,-383,1249,1704,440,3,8,0,3,0,0
4825,0,TCL,2017 Spring,HWA,CRW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-98,-350,-434,399,487,-200,1,0,0,1,0,0
4826,0,TCL,2017 Spring,DP,FB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1653,-896,450,-895,-97,-215,1,1,2,0,0,0
4827,1,TCL,2017 Spring,FB,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-950,-56,-925,157,-209,83,3,2,3,3,0,0
4828,1,TCL,2017 Spring,GAL,GS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9303,929,3229,1943,2008,1194,0,7,0,9,0,2
4829,0,TCL,2017 Spring,GS,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6663,-408,-2504,-1258,-1139,-1354,7,2,6,2,0,0
4830,1,TCL,2017 Spring,GAL,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4971,250,970,1770,1001,980,0,4,3,6,0,0
4831,0,TCL,2017 Spring,DP,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2457,-255,-743,-351,-872,-236,12,7,4,2,0,0
4832,1,TCL,2017 Spring,SUP,CRW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6629,2342,326,1396,1347,1218,6,13,0,3,0,0
4833,0,TCL,2017 Spring,CRW,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1847,-1858,310,-750,858,-407,9,11,4,1,0,0
4834,1,TCL,2017 Spring,FB,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7980,3155,1322,1060,1441,1002,3,10,0,4,0,0
4835,0,TCL,2017 Spring,HWA,FB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,497,92,185,2016,-1422,-374,7,7,3,2,0,0
4836,1,TCL,2017 Spring,AUR,GS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2656,866,1280,-706,656,560,3,7,2,3,0,0
4837,0,TCL,2017 Spring,GS,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5239,-1650,-744,-343,-663,-1839,9,2,4,2,0,0
4838,1,TCL,2017 Spring,HWA,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1947,1919,751,-1455,295,437,9,11,3,4,0,0
4839,1,TCL,2017 Spring,GAL,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2337,-557,14,1485,997,398,1,9,2,3,0,0
4840,1,TCL,2017 Spring,FB,CRW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7322,2722,1981,-377,1876,1120,3,9,1,5,0,0
4841,1,TCL,2017 Spring,CRW,FB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3204,234,495,-140,2233,382,8,6,0,4,0,0
4842,1,TCL,2017 Spring,DP,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5726,1581,874,3593,609,-931,10,18,2,3,0,0
4843,1,TCL,2017 Spring,AUR,DP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10602,3604,4197,2145,-1273,1929,13,22,3,6,0,0
4844,1,TCL,2017 Spring,GS,SUP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5053,-2140,1285,-2365,368,-2201,11,8,4,2,0,0
4845,0,TCL,2017 Spring,SUP,GS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7584,-2967,-2214,-1612,-1021,230,17,5,3,1,0,0
4846,1,TCL,2017 Spring,CRW,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4351,1369,553,-44,1841,632,4,10,1,4,0,0
4847,1,TCL,2017 Spring,CRW,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3244,820,899,-457,1002,980,14,10,2,4,0,0
4848,1,TCL,2017 Spring,CRW,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8070,2392,2149,263,2739,527,6,13,1,5,0,0
4849,0,TCL,2017 Spring,HWA,FB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1363,-777,130,1089,782,139,10,11,2,2,0,0
4850,0,TCL,2017 Spring,HWA,FB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4344,-861,-971,-1243,-827,-442,5,1,3,0,0,0
4851,0,TCL,2017 Spring,FB,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1256,1606,422,-516,-1759,-1009,10,6,2,2,0,0
4852,1,TCL,2017 Spring,HWA,FB,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5405,1195,1620,1082,1004,504,4,6,0,3,0,0
4853,1,TCL,2017 Spring,FB,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3492,-376,847,-1569,-1579,-815,8,3,5,2,0,0
4854,1,TCL,2017 Spring,HWA,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1105,-373,-874,470,718,-1046,11,8,3,3,0,0
4855,1,TCL,2017 Spring,HWA,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1213,963,141,-197,413,-107,6,6,3,3,0,0
4856,1,TCL,2017 Spring,GAL,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1301,-535,1122,-299,-391,-1198,9,9,5,5,0,0
4857,1,TCL,2017 Spring,GAL,HWA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10840,2064,1532,2377,3565,1302,2,18,0,9,0,1
4858,0,TCL,2017 Spring,HWA,GAL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1245,-1497,-127,1160,-587,-194,10,7,4,3,0,0
4859,1,TCL,2017 Spring,CRW,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-788,200,-645,256,22,-621,5,4,3,2,0,0
4860,1,TCL,2017 Spring,CRW,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3924,54,113,1431,2250,76,4,7,1,4,0,0
4861,0,TCL,2017 Spring,CRW,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-173,352,-745,217,480,-477,8,9,2,2,0,0
4862,1,TCL,2017 Spring,CRW,AUR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5633,763,1667,383,1940,880,2,10,2,5,0,0
